keyword,text,date,from_id,post_id,owner_id,likes,comments,image_url,source
депрессия,"Девчонки, хотите узнать, какой витамин – настоящая суперзвезда для красоты и здоровья? 💖 Это витамин D! ✨ Он влияет практически на все системы организма, и его дефицит может привести к куче проблем. 😔

Давайте разберемся, почему витамин D так важен:

⦁ Для сияющей кожи и роскошных волос: борется с акне, предотвращает выпадение волос и появление ранней седины. 💁‍♀️
⦁ Для крепкого иммунитета: защищает от простуд и других заболеваний. 💪
⦁ Для хорошего настроения: помогает бороться с депрессией и упадком сил. ☀️
⦁ Для крепких костей и зубов: необходим для усвоения кальция. 🦴🦷
⦁ Для здорового сердца, печени, почек и даже кишечника! ❤️
⦁ Для женского здоровья: поддерживает репродуктивную систему. 🌸

И это еще не все! Дефицит витамина D повышает риск развития серьезных заболеваний, таких как диабет, ожирение и даже онкология. 😨

Не рискуйте своим здоровьем! Принимайте витамин D3 от NL – 2000 МЕ в удобных капсулах. Упаковки хватит на 2 месяца. ☀️

КАК ПРИОБРЕСТИ:

1. По 🔗 https://nlstar.com/ref/oAfsnd/
2. Написать мне в ЛС и оформить через меня 
3. Прийти в NL STORE и купить на месте, называйте на кассе мой айди 007-6232822
4. Зарегистрироваться клиентом по 🔗 https://nlstar.com/ref/DdhZyD/ и купить в приложении NL STORE
5. Зарегистрироваться в NL партнером 🔗 https://nlstar.com/ref/RV4T6a/ ты получаешь возможности бизнеса , обучение продажам , наставника - БЕСПЛАТНО 
Если вам нужна консультация - пишите мне! Подберем вам под запрос.",1746202800,777622593,3140,777622593.0,0,0,"https://sun9-18.userapi.com/s/v1/ig2/iy9vdQ-I1xm6r5h_56aVYxtJELwFGrbDPwhoWotmhIivSePYJe4ZxD5DY5KgsaMZOKbrwEb5lIUfPXkG5l6kBmjo.jpg?quality=96&as=32x56,48x84,72x125,108x188,160x278,240x418,360x626,480x835,540x940,640x1114,720x1253&from=bu&cs=621x1080",
депрессия,"Откуда берется головная боль⁉ 
 
‼ То, что мигрень - сосудистое заболевание, считалось 50-60 лет назад. Во время приступа мигрени сосуды не страдают, не суживаются и не расширяются. Сейчас доказано, что мигрень связана с избыточной активностью ядра тройничного нерва. 
 
Пережатие сосуда с нарушением кровообращения - это инсульт, если что. 
Пережатие сосуда грыжей диска так же не невозможно. 
⠀ 
Мозг кровоснабжается из 4х основных артерий: две сонные артерии по передней поверхности шеи, две позвоночные артерии в поперечных отростках шейных позвонков. На основании мозга они контактируют и образуют Виллизиев круг. 
⠀ 
Одна позвоночная артерия чаще всего уже другой. 
⠀ 
В заключении УЗИ сосудов шеи или на МРТ описывают как ""гипоплазия позвоночной артерии"". Это врождённые изменения, находка на обследовании. 
Это не вызывает головную боль. 
Кровоток компенсируется из других артерий - этому способствует Вилизиев круг (замкнут он или нет - значения не имеет). 
 
А что же тогда болит, спросите вы? 
Есть цепь: рецептор - нервное волокно- ядро- кора головного мозга 
В области головы болевые рецепторы есть на коже, в пазухах, надкостнице, мышцах и т д. ТОЛЬКО В САМОМ ГОЛОВНОМ МОЗГЕ НЕТ БОЛЕВЫХ РЕЦЕПТОРОВ. 
Боль мы воспринимаем корой головного мозга. 
Ядро тройничного нерва контролирует, сколько информации о боли направить к коре головного мозга. 
У нас есть механизмы, которые подавляют активность ядра тройничного нерва. Но по каким-то причинам, этот механизм «срывает» на радостях отсутствия преграды, ЯДРО ТРОЙНИЧНОГО НЕРВА ПОСЫЛАЕТ ИМПУЛЬСЫ В КОРУ ГОЛОВНОГО МОЗГА - ВОЗНИКАЕТ ПРИСТУП ГОЛОВНОЙ БОЛИ 
Сосуды в головном мозге оплетают волокна тройничного нерва. Во время приступа из окончаний тройничного нерва выделяются вещества, которые приводят к нейрогенному воспалению. 
 
Что может «сорвать» механизм? Назовём это «триггерами» мигрени: 
✔Около 90% случаев, головная боль связана с напряжением! 
 
✔Гормональные изменения, связанные с изменением уровня эстрогенов в крови (менархе, менструация, овуляция, беременность, период лактации, приём оральных контрацептивов, менопауза) 
⠀ 
✔Стресс, эмоциональное напряжение, яркие положительные эмоции, заботы, тревога, конфликты, внутренние переживания, жесткие временные рамки, расслабление после стресса, напряжения (выходные, начало отпуска, каникул, после экзамена и т д) 
⠀ 
✔Нарушение сна (недостаток сна, избыток сна, ночные пробуждения) 
⠀ 
✔Пропуск приема пищи 
⠀ 
✔Обезвоживание 
⠀ 
✔Алкогольные напитки (чаще вино, шампанское, пиво) 
⠀ 
✔Холодные продукты, консервированные продукты, пищевые добавки, некоторые продукты питания, лекарства 
 
✔Интоксикация 
⠀ 
✔Избыток кофеина 
⠀ 
✔Яркий свет, громкие звуки, сильные запахи 
⠀ 
✔Чрезмерная физическая нагрузка, зрительная нагрузка, неправильное положение в одной позе 
⠀ 
✔Определённые погодные условия 
⠀ 
✔Боль в области головы: зубная боль, ДВНЧС, гайморит 
⠀ 
Обычно триггеры «работают» в совокупности. Как вы можете понять, то есть триггеры неконтролируемые (менструация), а есть контролируемые - например, пропуск приема пищи. 
 
❗ Считая, что во всем виноват остеохондроз или сосуды, вы не замечаете истинных провокаторов, неправильно купируете приступы мигрени, что приводит к учащению головной боли или бесконтрольно принимаете обезболивающие при головной боли напряжения, что также приводит к учащению головной боли 
В итоге состояние ""нет сил, нет энергии"", усугубление тревожности, депрессии... 
 
Биотюн играет огромную роль в регуляции головной боли. 90% наших потребителей, отмечают, что перестали пить таблетки «от головы». Почему? Потому что он умеет адаптировать организм к не контролируемым триггерам (детоксикации организма, регуляция гормонального фона, жкт, кортизол, нервное перенапряжение и тд) 
И так же воздействует сдерживающим фактором на ядро тройничного нерва.
.
.
#мигрень #лечениемигрени #лечениеголовнойболи #биодрон",1746202760,25914248,7548,25914248.0,0,0,"https://sun1-56.userapi.com/s/v1/ig2/uQmQwvBwPihGf-hVXIYZ_r3yOL9c-KXkuxN6RTrumM1nwMVwALLywsI9Yq5f5j2_2_UsgBiuKCmqRFZDxZeqJnbr.jpg?quality=95&as=32x43,48x64,72x96,108x144,160x213,240x320,360x480,480x640,540x720,640x853,720x960,960x1280&from=bu&cs=510x680",
депрессия,"Осторожно: чакра закрывается... 
 
Что это может означать для нашего физического самочувствия или душевного состояния? 
 
1. Чакра корня (в промежности) 
Для тела: нарушение кровообращения, анемия, простатит, воспаление яичников. 
Для души: эгоизм, неуверенность в себе, депрессия. 
 
2. Чакра пола (над половыми органами) 
Для тела: импотенция, фригидность, болезни почек и мочевого пузыря. 
Для души: неудовлетворенность, гнев, агрессивность, ревность, зависть. 
 
3. Чакра солнечного сплетения (над пупком) 
Для тела: проблемы с пищеварением, болезни печени и желчного пузыря, диабет, ожирение. 
Для души: страх, чувство вины, раздражительность, ночные кошмары, недоверие к окружающему миру, стремление все контролировать. 
 
4. Чакра сердца (в центре груди) 
Для тела: сердечно-сосудистые заболевания, боли в спине, проблемы с легкими. 
Для души: холодность, трудности в общении, пассивность и уныние. 
 
5. Чакра горла (в области гортани) 
Для тела: больное горло, зубная боль, проблемы со слухом, щитовидной железой. 
Для души: заторможенность, застенчивость, расстройства речи. 
 
6. Чакра ""третий глаз"" (над переносицей) 
Для тела: головные боли, расстройства зрения, заболевания нервной системы. 
Для души: проблемы с памятью, рассеянность, шизофрения. 
 
7. Чакра венца (на макушке) 
Для тела: головные боли, хронические заболевания, паралич, проблемы с иммунной системой. 
Для души: бегство от реальности, депрессия, нерешительность, психозы.",1746202740,-34731836,20780,-34731836.0,1,0,"https://sun9-45.userapi.com/s/v1/if2/8IklQdeD2IyAAC6VlZEP9g1h7x89xd2cMGe8-_1WspDyoWdOSOO-WAjhLufIgyabyPhDeQyitwPEJ1fjqaU0mJ7M.jpg?quality=95&as=32x16,48x24,72x35,108x53,160x79,240x118,360x177,480x237,540x266,640x315,720x355,1080x532,1280x631,1420x700&from=bu&cs=510x340",
депрессия,"Жене

Когда всё плохо, просто отвратительно, бессилен Ной, в депрессии Мазай, у старого небесного водителя стабильно неисправны тормоза,  реальность словно триллер Стэнли Кубрика, и у Харона переполнен чёлн — для волшебства рождаются Снусмумрики, что означает — мир не обречён. Хотя для счастья ни того, ни этого. Дождливый день напоминает ляп. Снусмумрики рождаются поэтами, бродягами, носителями шляп. Наверно, это славное решение, нечастое, одно из десяти: постичь искусство шляпного ношения, постичь искусство вечного пути. Опять же встретить Хемуля на улице, отвесить филифьонке комплимент. Мой друг Снусмумрик. Только маскируется. Ужасно. Вычисляется в момент.

Когда от воплощений кинохроники любой фантаст полезет под кровать, мой друг сыграет на губной гармонике, планеты продолжая называть смешными именами или кличками. Мой друг (собой доволен не вполне) высмеивает  сторожей с табличками, любые запретительные ""не"", что лезут на бумагу. Сами просятся. Как сорняки, крапива, лебеда. Друг говорит: всё можно, если по́ сердцу и никому не нанесет вреда. Мне можно, чтобы в понедельник пятница. И дома кот, и в голове бардак. Мой друг Снусмумрик, только притворяется пиратом и ковбоем. Ну хоть так.

Когда земля задержится на паузе, дыхание от страха затаив, и город словно в долбаном арт-хаусе, и в моде не мотив, а нарратив, туман-туман, ленивый и творожистый, глотающий трамваи, фонари — Снусмумрики немногие из множества, о ком реально стоит говорить. Проспорив богу, черту, указателю, имея честь и право (и носки), мой друг придёт. Приедет. Обязательно. Прилягут тени, сбивчиво резки на мостовую. Поскребут по гравию, случайно темноту изобретя. Нехитрый ужин будет самым правильным, какой ещё готовят для бродяг: ямайский ром и жареная скумбрия
Вздохнёт Снусмумрик: где-то, как платан, раскинулась Великая Снусмумрия и шлёт депеши в Муми-троллистан.

Пускай нас не запомнит хрестоматия, но мы поймаем в шляпы свет луны, чтоб улыбнулась сказочная братия: для каждого бессмертия годны.

#svirel_poetry",1746202740,-155153510,303483,-155153510.0,8,0,"https://sun1-90.userapi.com/s/v1/ig2/GT6BFFYw-d2Y4aw1UO2PmmMUs959q6gKduqoHqqmKlIYkkYRl7JT7rmtWNWBA1ACOApF6IwB6yx9MjffXZaw91i9.jpg?quality=95&as=32x49,48x74,72x110,108x166,160x245,240x368,360x552,480x736,540x828,640x981,700x1073&from=bu&cs=510x782",
депрессия,"Термин аддикция сегодня знаком многим. Он обозначает зависимость человека от чего-то. Обычно мы понимаем под ним отчаянную зависимость от наркотиков, алкоголя, курения, азартных игр. Иногда мы даже допускаем мысль, что есть аддикция от кофе, шоппинга или экстремальных видов времяпровождения. Но редко под термином аддикция подразумевается патологическая зависимость от конкретных людей. Однако, первая плохая новость состоит в том, что многие из нас — аддикты, то есть зависимые, но не знают об этом. И вторая плохая новость — это то, что из всех форм аддикции любовная аддикция наиболее распространенная. Да, мы тянемся друг к другу, руководствуясь теми же самыми потребностями, которые заставляют одних людей пить, а других — употреблять героин. Любовная зависимость — это вид аддикции, который столь же деструктивен, как и другие, и, к тому же, намного более распространен.

Лена: «Вся моя жизнь сузилась до этих отношений. Помимо них меня мало что интересовало. Прежде любимая работа давалась теперь с трудом и по необходимости. С друзьями встречалась редко — только когда Дима был занят. Если куда-то звали подруги, отвечала неопределенно. Потому что, если позвонит Дима, все подруги идут по боку, перед возможностью увидеться с ним».

Ольга: «В этих отношениях я на многое закрывала глаза: на его грубость, исчезновения, пренебрежение. Оправдывала его. Просила прощения. Мне так недоставало его любви, внимания, близости. Я готова была весь мир променять на это».

Лиза: «Я жить без него не могу. Когда его нет рядом, словно весь мир исчезает. Только ожидание. Он появился, написал, позвонил – я оживаю. Все краски возвращаются. Но потом опять – тоска».

Владимир: «Я сходил с ума. Старался ей не звонить, но все равно набирал номер. А потом сбрасывал. Я стирал ее номер и заново узнавал его – бегал за распечатками в офис сотового оператора. Со мной там уже по имени здоровались. Я запрещал себе о ней думать, но знал буквально все – с кем встречается, какие у нее поклонники. Выслушивал все сплетни, которых мог достать, следил за ее страничкой в социальной сети».

В жизни мы часто говорим ""любовь"", когда в действительности отыгрываем аддикцию — эти бесплодные, застывшие, зависимые отношения с другим человеком, который выполняет роль объекта нашей потребности в безопасности. Эта межличностная зависимость с первого взгляда не похожа на алкогольную или наркотическую, однако, это — аддикция в такой же степени, в какой ею является пристрастие к психоактивным веществам. Да, мы бываем склонны ""подсаживаться"" на людей.

Существует распространенное убеждение, что аддикция возникает автоматически в том случае, когда некто достаточно часто принимает достаточно большие дозы определенных наркотиков, особенно опиатов. Недавние исследования показали, что это допущение не верно. Нет доказательств прямой связи возникновения наркотической зависимости от частоты употребления. Факты говорят о том, что с удивительно большим числом употребляющих ничего подобного не происходит. Люди по-разному воспринимают сильные наркотики, даже при регулярном приеме. То есть, аддикция не является в первую очередь следствием химических свойств наркотика или биологической предрасположенности организма. И аддиктами делают людей не наркотики, а они сами. Другими словами, источники аддикции находятся не в наркотике, а в личности.

От любви твоей загадочной,
Как от боли, в крик кричу,
Стала желтой и припадочной,
Еле ноги волочу.

А.А.Ахматова

И мерит воздух мне так бережно и скудно…
Не мерят так и лютому врагу…
Ох, я дышу еще болезненно и трудно,
Могу дышать, но жить уж не могу.

Ф.И.Тютчев

Структура личности человека определяет склонен он к аддикции или нет. И если склонен, то он обязательно эту аддикцию найдет, а химическую или любовную — это уже вопрос второстепенный. Ведь аддикция — это такой опыт человека, который имеет для него особое значение, это что-то, что он воспринимает как настолько безопасное и успокаивающее, что он не в силах без этого обойтись.

Аддикт, наркотический или любой другой, зависит не от вещества, а от ощущения, от подпорки, от переживания, которое структурирует его жизнь. Это переживание превращается в аддикцию потому, что для человека становится все более и более сложно иметь дело со своими реальными потребностями, и в результате этого его ощущение благополучия во все возрастающей степени зависит от единственного внешнего источника поддержки.

Психологические проблемы аддиктов существовали и до начала аддикции. Если в общих чертах набросать психологический портрет ориентированных на зависимость, то это люди податливые, доверчивые, неуверенные в себе, испытывающие недостаток опыта общения с другими людьми. Они тревожны и эмоционально изменчивы, они по тем или иным причинам не развили в себе взрослых качеств, которые могли бы сделать их привлекательными для построения отношений. И у них огромная потребность во внешней помощи для того, чтобы справляться с миром. Часто их взросление было отсрочено долгими годами учебы или в силу чрезмерно поддерживающей окружающей среды, вследствие защищенности от реальности. Бедность и недостаток надежных основ в жизни, ровно как и психологическое одиночество ребенка при материальном комфорте, также может внести свой вклад в формирование зависимой структуры личности.

Вот и получается, что жить такой человек может только в качестве созависимого. Созависимость - это полная поглощенность другим, когда ты становишься человеком-реакцией на партнера. Такое отношение формируется потому, что тот, другой, компенсирует нам недостаток себя, дефициты нашей собственной личности. Партнер зависимого – это подпорка. А подпорка нужна, когда собственное Я — неустойчивое, неполное. В нем есть какие-то зияющие пустоты. И вот в эти пустоты вливается тот человек, происходит видимость заполнения. А когда партнер исчезает – пустоты заново открываются, и возникает ощущение, что зависимый разрушается, что его на самом деле нет без партнера. Женщины не существует, для нее существует только ее муж. Мужчины не существует, есть только его мама и ее мнение. Меня не существует – я думаю только о том, как оценит меня начальник или коллеги.

Для многих зависимость – это как дышать. Не осознается. Очень мало людей обращается к психологам именно с четким запросом: «я созависимый». Обычно говорят: «Я бы хотел научиться сам решать, как поступать, а не зависеть от мнения другого». Созависимость – это потеря себя. А когда осознаешь, что ты потерялся в другом человеке, – повышается уровень тревоги. Вплоть до ужаса и депрессии.

Созависимым часто приходится сдерживают свои эмоции. Гнев, обида (а это невыраженный гнев), все они уходят внутрь. В основном это чувство вины перед детьми, перед мужем: я делаю что-то не так, я плохая, раз ты так со мной поступаешь. Значит, я должна стать еще лучше для тебя. Не просто сама для себя, а для тебя. Чтобы оценил, чтобы любил. А он не начинает любить больше. Он ее обманывает, изменяет, даже бьет – а она продолжает с ним жить. Она неизбежно в отместку хочет причинить ему боль, но не может и причинят боль себе — вот вам и готовая психосоматика, психическое перенапряжение выталкивается в тело и становится заболеванием.

И если даже если поменять партнера, то без понимания своей внутренней проблемы и ее проработки ничего не изменится. Он встретит такую же, она найдет себе такого же. Из всего количества людей они выберут именно того, кто будет удовлетворять их незакрытую потребность. Ту потребность, которую не наполнили родители, – потребность в безопасности, принятии, любви, признании. То ядро личности, которое позволило бы опираться на самого себя.

Аддикту недостает желания или уверенности в своей способности независимо вступить в схватку с жизнью. Он не видит в этой схватке позитива, шансов на удовольствие и осуществление желаний. Он боится мира и людей, видя в них угрозу для себя. Когда такой человек встречается с требованиями или проблемами, он ищет поддержки во внешнем источнике, который, по ощущению, является более сильным, чем он сам, и может его защитить. Готовность к подчинению — лейтмотив аддикции. Не веря в собственную адекватность, испытывая ужас перед жизненными вызовами, аддикт приветствует внешний контроль как идеальное состояние дел.

Вот это интенсивное стремление найти безопасность в другой личности и рождает любовную зависимость. В зависимых отношениях происходит искажение индивидуальной идентичности и ограничение индивидуальных возможностей обоих партнеров. Потому что они отдали большую часть себя просто за то, чтобы быть вместе, за постоянную уверенность в компании друг друга, ведь это дает им необходимое чувство самодостаточности.

А со временем такая пара зависимых начинает все более и более цепляться друг за друга, они все больше обращаются друг к другу за тем, чего хотят, и постепенно разрывают все связи с остальным миром. Два недоразвившихся эго образовали Эго на двоих. Два человека связываются вместе не по причине любви или возрастающего понимания друг друга, а скорее из-за своих чрезмерных затруднений и общей для обоих партнеров потери Я. С точки зрения сексуальных отношений в зависимой паре любовника больше не возбуждает так сильно его партнер, но он становится все более зависимым от комфорта продолжающегося присутствия партнера рядом, и все менее способен выносить сепарацию.

При утрате созависимых отношений ощущения и чувства такие же как при отмене наркотика. Кстати, по оценкам исследователей, наиболее интенсивно ощущаемый симптом отмены химического ПАВ (психоактивного вещества) — тот, о котором мы знаем только со слов самих аддиктов — вообще не является химическим. Это не ломка и физический дискомфорт, а это мучительное чувство неблагополучия, ощущение некоей ужасной внутренней недостаточности. Это основной личностный сдвиг и крах, причиной которого является потеря удобного буфера против реальности. То же самое ощущает созависимый при потере партнера.

Таким образом, также как возникновение химической аддикции – это не свойство наркотиков, а свойство людей, так и возникновение любовной зависимости — это не в силу особых качеств объекта привязанности, а из-за психологической потребности зависимого в опоре, в балансе, который не обеспечивается его собственной личностью. А объект любовной зависимости просто в той или иной степени уменьшает осознание физического и эмоционального дискомфорта и приближает к состоянию бытия, которого зависимый желает. К тому состоянию, которого ему жизненно не хватает, потому что он в свое время не разрешил свои детские конфликты, касающиеся автономии и зависимости, чтобы развиться в зрелую личность.

Психическая структура Эго не меняется самопроизвольно или по простому желанию ее обладателя. Но есть действенный инструмент, помогающий достичь стойких изменений в личностной организации человека, в его психике. Это психоанализ. В процессе психоанализа есть реальная возможность не только устранить разрушительные психологические и моральные последствия многих зависимых любовных (и не только) отношений, проработать инфантильное чувство небезопасности мира и ужас своей незащищенности, но и взрастить собственные ресурсы и возможности личности, которая способна стать достаточно зрелой для того, чтобы любить от силы, а не от нужды.

Автор: Новик-Мороз Татьяна Николаевна
Психолог",1746202722,855013778,13620,855013778.0,0,0,,
депрессия,"Ученые выяснили, когда начинает вредить нездоровый образ жизни 

Исследование, опубликованное в журнале Annals of Medicine, показывает, что негативные последствия нездорового и малоподвижного образа жизни в молодости проявляются уже к 36 годам.  

Финские ученые, наблюдавшие за группой людей, родившихся в 1959 году, обнаружили, что те, кто в молодости злоупотреблял курением и алкоголем и вел пассивный образ жизни, в зрелом возрасте чаще страдали от болезней и депрессии, чем их более здоровые сверстники.

Начинают настигать такие недуги как: депрессия, рак, болезни сердца, легких и ранняя смерть. Этот вред оставался неизменным на протяжении 40, 50 и 60 лет. 

Помните? Береги честь сроду, а здоровье с молодости. Не просто так, наши предки нас учили.",1746202708,-217897391,11055,-217897391.0,0,0,"https://sun9-42.userapi.com/s/v1/if2/U2CynaGIaWKRn0FD5qJErjmlpLlem1LZacd6NYGXSaU3W5mX5oGo8c9ubfMILg7ykrliXDPxQO2YBvOVn8lcAViY.jpg?quality=95&as=32x21,48x32,72x48,108x72,160x107,240x160,360x240,480x320,540x360,640x427,720x480,1000x667&from=bu&cs=510x340",
депрессия,"Тёмная сторона истории! Узнайте, как один из самых известных гангстеров Америки, Аль Капоне, проявил себя как благотворитель во время Великой Депрессии!",1746202570,-228337984,5685,-228337984.0,0,0,,
депрессия,"Хочу рассказать, как стремление изменить себя во всех аспектах может полностью преобразить человека.

Всё началось, как у многих: расставание с девушкой, а затем — месяц вразнос. Весь январь прошёл в пьянстве, в огромных тратах — сил, душевных ресурсов и денег.
Творчество и желание учиться в один момент рухнули. Наступил режим «стоп»: ни мотивации, ни желания что-то создавать. Полное разочарование во всём.
Ведь нужно было что-то менять, правда? Правда ведь?
Но мистеру Лочину нужно было упасть глубже — прямо в пасть депрессии — чтобы по-настоящему осознать и начать с малого.

Начал он с похода к психологу — чтобы разобраться в себе, научиться управлять собой и ситуациями. Потом начал ходить в спортзал, чтобы бороться с депрессивными состояниями, вернуть себе спокойствие и направить лишнюю энергию в физическую активность.
Были и сеансы группового гипноза.
Но главным решением, которое по-настоящему стало точкой отсчёта новой жизни, стала дисциплина: отказ от вредного, сокращение сладкого, постепенный переход к здоровому питанию и чтение книг самых разных направлений.

Лочин поставил перед собой задачу: за год изменить себя настолько, чтобы к 30 годам сказать себе — и своему внутреннему ребёнку — спасибо. За весь пройденный путь: с ошибками, разочарованиями, поступками, о которых нынешний «я» сожалеет, но уже не отвергает.

Сейчас позади второй месяц этого пути, и знаете — я рад, что всё обернулось именно так. Я стал тем, кем являюсь сейчас.
Теперь главное — не оступиться и продолжать двигаться вперёд.
Главное — слышать своё сердце и доверять интуиции.

2025 год стал годом глубокой перемены — и духовной, и физической.
Спасибо каждому, кто смог меня снова принять, поддержать, где-то — простить за обиды.",1746202564,467954260,988,467954260.0,0,0,"https://sun9-51.userapi.com/s/v1/ig2/ayeD_-K1Ool-wBJ-3-jIkLddsugG8sw2OtqmepHHkNe862PU2LnRL3BhaKT7RTZS3cInUdKU2-Z7q33uBdOgjQK7.jpg?quality=95&as=32x48,48x72,72x108,108x162,160x240,240x360,360x540,480x720,540x810,640x960,720x1080,1080x1621,1280x1921,1440x2161,1706x2560&from=bu&cs=510x765",
депрессия,"❗️Украина должна признать поражение и пройти через депрессию, чтобы сохраниться – Дацюк. (https://politnavigator.news/ukraina-dolzhna-priznat-porazhenie-i-projjti-cherez-depressiyu-chtoby-sokhranitsya-dacyuk.html) Украинская власть уверенно ведет страну к гражданской войне и этническим чисткам.

🔴Об этом в эфире видеоблога «Фабрика новостей» заявил философ Сергей Дацюк, передает корреспондент «ПолитНавигатора».

🗣«Речь не может идти об переосновании, речь может идти о резервации, сохранении, закреплении того, что имели, возвращении в глубины, к традиционности, - это я так аккуратно говорю, потому что можно же сказать другими словами, и в этом контексте, даже если были такие попытки переоснования до войны, то сейчас нет тех, кто готов переосновать.

🗣Потому что мы должны пройти другой этап: депрессии, разочарования, признания поражения, признания ошибок, которые привели к поражению, и вот тогда, возможно, поиск переоснования. Но все, что я только что сказал, это потребует целого этапа. То, что мы видим и то, что говорит президент — это курс к дальнейшему расколу общества, к этническим чисткам, к гражданской войне. И этот курс не останавливается, этот тренд становится все более ярким», - заявил Дацюк.",1746202560,-95865483,650919,-95865483.0,0,0,,
